field_name,predicted_sensitivity,confidence,rule_used,rule_description,needs_manual_review,alternative_matches,reasoning,service,law,section,existing_sensitivity
BOX1_EIGEN_WONING,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
BOX2_DIVIDEND,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
BOX2_AANDELEN,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
BOX3_SPAREN,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
BOX3_BELEGGEN,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
BOX3_ONROEREND_GOED,4,0.582,detailed_assets,Detailed asset and wealth information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Matched rule 'detailed_assets': Contains 'ONROEREND_GOED',BELASTINGDIENST,wet_inkomstenbelasting,sources,
BOX3_SCHULDEN,4,0.582,detailed_assets,Detailed asset and wealth information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Matched rule 'detailed_assets': Contains 'SCHULDEN',BELASTINGDIENST,wet_inkomstenbelasting,sources,
PERSOONSGEBONDEN_AFTREK,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX1_DIENSTBETREKKING,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX1_UITKERINGEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Matched rule 'detailed_income': Contains 'UITKERING',BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX1_ONDERNEMING,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX1_OVERIGE_WERKZAAMHEDEN,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX1_EIGEN_WONING,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX2_DIVIDEND,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX2_AANDELEN,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX3_SPAREN,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX3_BELEGGEN,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX3_ONROEREND_GOED,4,0.582,detailed_assets,Detailed asset and wealth information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}]",Matched rule 'detailed_assets': Contains 'ONROEREND_GOED',BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BOX3_SCHULDEN,4,0.582,detailed_assets,Detailed asset and wealth information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}]",Matched rule 'detailed_assets': Contains 'SCHULDEN',BELASTINGDIENST,wet_inkomstenbelasting,sources,
PARTNER_BUITENLANDS_INKOMEN,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',BELASTINGDIENST,wet_inkomstenbelasting,sources,
BUITENLANDS_INKOMEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,sources,
LEEFTIJD,2,0.9,age_demographics,Age and age-related demographics,False,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]","Matched rule 'age_demographics': Exact match with 'LEEFTIJD', Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",BELASTINGDIENST,wet_inkomstenbelasting,input,
GEBOORTEDATUM,4,0.95,birth_dates,Exact birth dates,False,"[{'rule': 'dates_administrative', 'sensitivity': 1, 'confidence': 0.587}]","Matched rule 'birth_dates': Exact match with 'GEBOORTEDATUM', Ends with 'GEBOORTEDATUM', Contains 'GEBOORTEDATUM'",BELASTINGDIENST,wet_inkomstenbelasting,input,
PENSIOENLEEFTIJD,2,0.587,age_demographics,Age and age-related demographics,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]","Matched rule 'age_demographics': Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",BELASTINGDIENST,wet_inkomstenbelasting,input,
HEEFT_PARTNER,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'HEEFT_',BELASTINGDIENST,wet_inkomstenbelasting,input,
PARTNER_BSN,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.512}, {'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_BSN'",BELASTINGDIENST,wet_inkomstenbelasting,input,
HEEFT_KINDEREN_ONDER_12,1,0.396,boolean_flags,Boolean flags and indicators,True,"[{'rule': 'household_composition', 'sensitivity': 2, 'confidence': 0.224}]",Matched rule 'boolean_flags': Starts with 'HEEFT_',BELASTINGDIENST,wet_inkomstenbelasting,input,
totale_belastingschuld,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),BELASTINGDIENST,wet_inkomstenbelasting,output,
box1_inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
box1_belasting,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,output,
box2_inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
box2_belasting,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,output,
box3_inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
box3_belasting,4,0.358,detailed_income,Detailed income information,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]",Partial match with rule 'detailed_income' (score: 0.42),BELASTINGDIENST,wet_inkomstenbelasting,output,
algemene_heffingskorting,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),BELASTINGDIENST,wet_inkomstenbelasting,output,
arbeidskorting,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),BELASTINGDIENST,wet_inkomstenbelasting,output,
inkomensafhankelijke_combinatiekorting,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
totale_heffingskortingen,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),BELASTINGDIENST,wet_inkomstenbelasting,output,
belastbaar_inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
buitenlands_inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
vermogen,5,0.554,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.403}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.62),BELASTINGDIENST,wet_inkomstenbelasting,output,
partner_box1_inkomen,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',BELASTINGDIENST,wet_inkomstenbelasting,output,
partner_box2_inkomen,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',BELASTINGDIENST,wet_inkomstenbelasting,output,
partner_box3_inkomen,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',BELASTINGDIENST,wet_inkomstenbelasting,output,
partner_buitenlands_inkomen,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',BELASTINGDIENST,wet_inkomstenbelasting,output,
partner_inkomen,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_INKOMEN'",BELASTINGDIENST,wet_inkomstenbelasting,output,
gezamenlijk_vermogen,5,0.554,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.403}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.62),BELASTINGDIENST,wet_inkomstenbelasting,output,
bezittingen,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),BELASTINGDIENST,wet_inkomstenbelasting,output,
bedrijfsinkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
maandelijks_inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',BELASTINGDIENST,wet_inkomstenbelasting,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',UWV,wet_inkomstenbelasting,parameters,
BOX1_INKOMEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',UWV,wet_inkomstenbelasting,input,
BOX2_INKOMEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}]",Matched rule 'detailed_income': Contains 'INKOMEN',UWV,wet_inkomstenbelasting,input,
BOX3_INKOMEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.358}]",Matched rule 'detailed_income': Contains 'INKOMEN',UWV,wet_inkomstenbelasting,input,
BUITENLANDS_INKOMEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',UWV,wet_inkomstenbelasting,input,
PARTNER_BOX1_INKOMEN,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',UWV,wet_inkomstenbelasting,input,
PARTNER_BOX2_INKOMEN,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',UWV,wet_inkomstenbelasting,input,
PARTNER_BOX3_INKOMEN,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',UWV,wet_inkomstenbelasting,input,
PARTNER_BUITENLANDS_INKOMEN,4,0.587,partner_personal_data,Detailed partner information,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]",Matched rule 'partner_personal_data': Starts with 'PARTNER_',UWV,wet_inkomstenbelasting,input,
inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',UWV,wet_inkomstenbelasting,output,
